gene_id	gene_type	gene_name
ENSG00000234572	lncRNA	LINC01800
ENSG00000237638	lncRNA	LINC02245
ENSG00000115902	protein_coding	SLC1A4
ENSG00000232613	lncRNA	LINC02576
ENSG00000011523	protein_coding	CEP68
ENSG00000138069	protein_coding	RAB1A
ENSG00000138071	protein_coding	ACTR2
ENSG00000198369	protein_coding	SPRED2
ENSG00000232693	lncRNA	AC012370.1
ENSG00000204929	lncRNA	AC007389.1
ENSG00000234255	lncRNA	AC012370.2
ENSG00000235725	lncRNA	AC007389.3
ENSG00000281920	lncRNA	AC007389.5
ENSG00000227293	lncRNA	AC118345.1
ENSG00000225815	lncRNA	AC092669.1
ENSG00000232164	lncRNA	LINC01873
ENSG00000226819	lncRNA	MEIS1-AS3
ENSG00000143995	protein_coding	MEIS1
ENSG00000230749	lncRNA	MEIS1-AS2
ENSG00000232046	lncRNA	LINC01798
ENSG00000237179	lncRNA	LINC01797
ENSG00000230525	lncRNA	LINC01799
ENSG00000232688	lncRNA	LINC01628
ENSG00000223859	lncRNA	AC007403.1
ENSG00000235885	lncRNA	LINC01828
ENSG00000236780	lncRNA	LINC01829
ENSG00000236605	lncRNA	AC023115.1
ENSG00000143971	protein_coding	ETAA1
ENSG00000224173	lncRNA	LINC02831
ENSG00000235495	lncRNA	AC007422.1
ENSG00000286002	lncRNA	AC010987.1
ENSG00000237013	lncRNA	LINC01812
ENSG00000197223	protein_coding	C1D
ENSG00000243667	protein_coding	WDR92
ENSG00000115946	protein_coding	PNO1
ENSG00000221823	protein_coding	PPP3R1
ENSG00000273275	lncRNA	AC017083.2
ENSG00000273064	lncRNA	AC017083.1
ENSG00000119865	protein_coding	CNRIP1
ENSG00000203395	lncRNA	AC015969.1
ENSG00000115956	protein_coding	PLEK
ENSG00000204923	protein_coding	FBXO48
ENSG00000169621	protein_coding	APLF
ENSG00000169618	protein_coding	PROKR1
ENSG00000163219	protein_coding	ARHGAP25
ENSG00000228329	lncRNA	LINC01890
ENSG00000237576	lncRNA	LINC01888
ENSG00000163217	protein_coding	BMP10
ENSG00000183607	protein_coding	GKN2
ENSG00000169605	protein_coding	GKN1
ENSG00000169604	protein_coding	ANTXR1
ENSG00000286347	lncRNA	AC114802.1
ENSG00000198380	protein_coding	GFPT1
ENSG00000169599	protein_coding	NFU1
ENSG00000115977	protein_coding	AAK1
ENSG00000196975	protein_coding	ANXA4
ENSG00000231024	lncRNA	AC092431.1
ENSG00000087338	protein_coding	GMCL1
ENSG00000124380	protein_coding	SNRNP27
ENSG00000059728	protein_coding	MXD1
ENSG00000244617	protein_coding	ASPRV1
ENSG00000179818	lncRNA	PCBP1-AS1
ENSG00000169564	protein_coding	PCBP1
ENSG00000233060	lncRNA	AC016700.3
ENSG00000231327	lncRNA	LINC01816
ENSG00000115998	protein_coding	C2orf42
ENSG00000116001	protein_coding	TIA1
ENSG00000116005	protein_coding	PCYOX1
ENSG00000143977	protein_coding	SNRPG
ENSG00000035141	protein_coding	FAM136A
ENSG00000233849	lncRNA	AC022201.2
ENSG00000229229	lncRNA	AC022201.1
ENSG00000163235	protein_coding	TGFA
ENSG00000224606	lncRNA	TGFA-IT1
ENSG00000075340	protein_coding	ADD2
ENSG00000286979	lncRNA	AC005234.2
ENSG00000235035	lncRNA	AC005234.1
ENSG00000183733	protein_coding	FIGLA
ENSG00000152672	protein_coding	CLEC4F
ENSG00000116031	protein_coding	CD207
ENSG00000237751	lncRNA	LINC01143
ENSG00000116035	protein_coding	VAX2
ENSG00000116039	protein_coding	ATP6V1B1
ENSG00000144031	protein_coding	ANKRD53
ENSG00000144043	protein_coding	TEX261
ENSG00000228384	lncRNA	AC007040.1
ENSG00000236469	lncRNA	AC007881.2
ENSG00000124357	protein_coding	NAGK
ENSG00000272735	lncRNA	AC007881.3
ENSG00000124370	protein_coding	MCEE
ENSG00000288065	lncRNA	AC007881.4
ENSG00000124383	protein_coding	MPHOSPH10
ENSG00000124374	protein_coding	PAIP2B
ENSG00000075292	protein_coding	ZNF638
ENSG00000281195	lncRNA	AC007878.1
ENSG00000135636	protein_coding	DYSF
ENSG00000003137	protein_coding	CYP26B1
ENSG00000144036	protein_coding	EXOC6B
ENSG00000116096	protein_coding	SPR
ENSG00000135638	protein_coding	EMX1
ENSG00000278060	lncRNA	AC012366.1
ENSG00000144040	protein_coding	SFXN5
ENSG00000135631	protein_coding	RAB11FIP5
ENSG00000272702	lncRNA	AC010913.1
ENSG00000214513	protein_coding	NOTO
ENSG00000135632	protein_coding	SMYD5
ENSG00000135617	protein_coding	PRADC1
ENSG00000135624	protein_coding	CCT7
ENSG00000163013	protein_coding	FBXO41
ENSG00000135625	protein_coding	EGR4
ENSG00000287435	lncRNA	AC069404.1
ENSG00000285068	lncRNA	AC074008.2
ENSG00000116127	protein_coding	ALMS1
ENSG00000230002	lncRNA	ALMS1-IT1
ENSG00000284902	lncRNA	AC074008.1
ENSG00000144035	protein_coding	NAT8
ENSG00000144034	protein_coding	TPRKB
ENSG00000273245	lncRNA	AC092653.1
ENSG00000144048	protein_coding	DUSP11
ENSG00000187833	protein_coding	C2orf78
ENSG00000287250	lncRNA	AC073046.4
ENSG00000124356	protein_coding	STAMBP
ENSG00000286244	lncRNA	AC073046.3
ENSG00000163017	protein_coding	ACTG2
ENSG00000114956	protein_coding	DGUOK
ENSG00000237883	lncRNA	DGUOK-AS1
ENSG00000235499	lncRNA	AC073046.1
ENSG00000187605	protein_coding	TET3
ENSG00000217702	lncRNA	AC073263.1
ENSG00000163170	protein_coding	BOLA3
ENSG00000225439	lncRNA	BOLA3-AS1
ENSG00000114978	protein_coding	MOB1A
ENSG00000279070	lncRNA	AC073263.2
ENSG00000065911	protein_coding	MTHFD2
ENSG00000188687	protein_coding	SLC4A5
ENSG00000204843	protein_coding	DCTN1
ENSG00000237737	lncRNA	DCTN1-AS1
ENSG00000284308	protein_coding	C2orf81
ENSG00000286623	lncRNA	AC005041.4
ENSG00000005448	protein_coding	WDR54
ENSG00000114993	protein_coding	RTKN
ENSG00000115274	protein_coding	INO80B
ENSG00000239779	protein_coding	WBP1
ENSG00000115275	protein_coding	MOGS
ENSG00000286883	lncRNA	AC005041.5
ENSG00000204822	protein_coding	MRPL53
ENSG00000135637	protein_coding	CCDC142
ENSG00000115282	protein_coding	TTC31
ENSG00000179528	protein_coding	LBX2
ENSG00000272183	lncRNA	AC005041.3
ENSG00000257702	lncRNA	LBX2-AS1
ENSG00000115289	protein_coding	PCGF1
ENSG00000115297	protein_coding	TLX2
ENSG00000144045	protein_coding	DQX1
ENSG00000115307	protein_coding	AUP1
ENSG00000115317	protein_coding	HTRA2
ENSG00000115318	protein_coding	LOXL3
ENSG00000115325	protein_coding	DOK1
ENSG00000159374	protein_coding	M1AP
ENSG00000135622	protein_coding	SEMA4F
ENSG00000287687	lncRNA	AC007387.3
ENSG00000286739	lncRNA	AC007387.2
ENSG00000272711	lncRNA	AC019069.1
ENSG00000159399	protein_coding	HK2
ENSG00000204792	lncRNA	LINC01291
ENSG00000236209	lncRNA	AC104135.1
ENSG00000230836	lncRNA	LINC01293
ENSG00000115350	protein_coding	POLE4
ENSG00000115353	protein_coding	TACR1
ENSG00000270571	lncRNA	AC007681.1
ENSG00000115363	protein_coding	EVA1A
ENSG00000237293	lncRNA	AC007099.2
ENSG00000231172	lncRNA	AC007099.1
ENSG00000115364	protein_coding	MRPL19
ENSG00000005436	protein_coding	GCFC2
ENSG00000270696	lncRNA	AC005034.3
ENSG00000271452	lncRNA	AC005034.5
ENSG00000270462	lncRNA	AC005034.2
ENSG00000286045	lncRNA	AC005034.6
ENSG00000270996	lncRNA	AC005034.4
ENSG00000287474	lncRNA	AC110614.1
ENSG00000287172	lncRNA	AC073091.3
ENSG00000287749	lncRNA	AC073091.4
ENSG00000287026	lncRNA	AC068616.2
ENSG00000287130	lncRNA	AC068616.3
ENSG00000286202	lncRNA	AC068616.1
ENSG00000176204	protein_coding	LRRTM4
ENSG00000287025	lncRNA	AC079117.2
ENSG00000234653	lncRNA	AC079117.1
ENSG00000286932	lncRNA	AC013716.1
ENSG00000227088	lncRNA	AC012494.1
ENSG00000230968	lncRNA	AC084149.1
ENSG00000233605	lncRNA	LINC01851
ENSG00000229494	lncRNA	AC012494.2
ENSG00000234877	lncRNA	AC092660.1
ENSG00000286260	lncRNA	AC092604.1
ENSG00000143954	protein_coding	REG3G
ENSG00000172023	protein_coding	REG1B
ENSG00000115386	protein_coding	REG1A
ENSG00000172016	protein_coding	REG3A
ENSG00000224879	lncRNA	AC011754.1
ENSG00000066032	protein_coding	CTNNA2
ENSG00000286227	lncRNA	AC011754.2
ENSG00000229385	lncRNA	AC010975.1
ENSG00000224731	lncRNA	AC016716.2
ENSG00000162951	protein_coding	LRRTM1
ENSG00000237031	lncRNA	AC008067.1
ENSG00000230975	lncRNA	AC012355.1
ENSG00000235519	lncRNA	LINC01815
ENSG00000231781	lncRNA	AC079896.1
ENSG00000237498	lncRNA	AC010105.1
ENSG00000286211	lncRNA	AC098817.1
ENSG00000232548	lncRNA	LINC01809
ENSG00000228272	lncRNA	AC106874.1
ENSG00000163541	protein_coding	SUCLG1
ENSG00000115423	protein_coding	DNAH6
ENSG00000186854	protein_coding	TRABD2A
ENSG00000034510	protein_coding	TMSB10
ENSG00000287625	lncRNA	AC022210.2
ENSG00000176407	protein_coding	KCMF1
ENSG00000260840	lncRNA	LINC01964
ENSG00000152284	protein_coding	TCF7L1
ENSG00000231134	lncRNA	TCF7L1-IT1
ENSG00000152291	protein_coding	TGOLN2
ENSG00000042445	protein_coding	RETSAT
ENSG00000115459	protein_coding	ELMOD3
ENSG00000273196	lncRNA	AC062037.2
ENSG00000042493	protein_coding	CAPG
ENSG00000286011	lncRNA	AC062037.3
ENSG00000152292	protein_coding	SH2D6
ENSG00000286532	lncRNA	PARTICL
ENSG00000168906	protein_coding	MAT2A
ENSG00000115486	protein_coding	GGCX
ENSG00000118640	protein_coding	VAMP8
ENSG00000168899	protein_coding	VAMP5
ENSG00000168894	protein_coding	RNF181
ENSG00000168890	protein_coding	TMEM150A
ENSG00000168883	protein_coding	USP39
ENSG00000168887	protein_coding	C2orf68
ENSG00000168878	protein_coding	SFTPB
ENSG00000115523	protein_coding	GNLY
ENSG00000168874	protein_coding	ATOH8
ENSG00000229498	lncRNA	AC105053.1
ENSG00000115525	protein_coding	ST3GAL5
ENSG00000232504	lncRNA	ST3GAL5-AS1
ENSG00000272564	lncRNA	AC012511.1
ENSG00000287628	lncRNA	AC012511.2
ENSG00000068654	protein_coding	POLR1A
ENSG00000132300	protein_coding	PTCD3
ENSG00000132305	protein_coding	IMMT
ENSG00000273080	lncRNA	AC009309.1
ENSG00000132313	protein_coding	MRPL35
ENSG00000068615	protein_coding	REEP1
ENSG00000115548	protein_coding	KDM3A
ENSG00000115561	protein_coding	CHMP3
ENSG00000228363	lncRNA	AC015971.1
ENSG00000239305	protein_coding	RNF103
ENSG00000153561	protein_coding	RMND5A
ENSG00000153563	protein_coding	CD8A
ENSG00000172116	protein_coding	CD8B
ENSG00000187627	protein_coding	RGPD1
ENSG00000183281	protein_coding	PLGLB1
ENSG00000287931	lncRNA	AC092651.3
ENSG00000281477	lncRNA	LINC01955
ENSG00000287763	lncRNA	AC068279.2
ENSG00000233999	IG_V_gene	IGKV3OR2-268
ENSG00000280721	lncRNA	LINC01943
ENSG00000222041	lncRNA	CYTOR
ENSG00000273445	lncRNA	AC133644.2
ENSG00000125551	protein_coding	PLGLB2
ENSG00000185304	protein_coding	RGPD2
ENSG00000287670	lncRNA	AC108479.3
ENSG00000172086	protein_coding	KRCC1
ENSG00000115593	protein_coding	SMYD1
ENSG00000163586	protein_coding	FABP1
ENSG00000144115	protein_coding	THNSL2
ENSG00000214336	protein_coding	FOXI3
ENSG00000172073	protein_coding	TEX37
ENSG00000225420	lncRNA	AC104134.1
ENSG00000172071	protein_coding	EIF2AK3
ENSG00000234028	lncRNA	EIF2AK3-DT
ENSG00000287686	lncRNA	AC062029.1
ENSG00000153574	protein_coding	RPIA
ENSG00000211592	IG_C_gene	IGKC
ENSG00000211593	IG_J_gene	IGKJ5
ENSG00000211594	IG_J_gene	IGKJ4
ENSG00000211595	IG_J_gene	IGKJ3
ENSG00000211596	IG_J_gene	IGKJ2
ENSG00000211597	IG_J_gene	IGKJ1
ENSG00000211598	IG_V_gene	IGKV4-1
ENSG00000211599	IG_V_gene	IGKV5-2
ENSG00000197794	IG_V_pseudogene	IGKV7-3
ENSG00000253435	IG_V_pseudogene	IGKV2-4
ENSG00000243466	IG_V_gene	IGKV1-5
ENSG00000239855	IG_V_gene	IGKV1-6
ENSG00000243063	IG_V_gene	IGKV3-7
ENSG00000240671	IG_V_gene	IGKV1-8
ENSG00000241755	IG_V_gene	IGKV1-9
ENSG00000253278	IG_V_pseudogene	IGKV2-10
ENSG00000241351	IG_V_gene	IGKV3-11
ENSG00000243290	IG_V_gene	IGKV1-12
ENSG00000253497	IG_V_pseudogene	IGKV1-13
ENSG00000253265	IG_V_pseudogene	IGKV2-14
ENSG00000244437	IG_V_gene	IGKV3-15
ENSG00000240864	IG_V_gene	IGKV1-16
ENSG00000240382	IG_V_gene	IGKV1-17
ENSG00000254157	IG_V_pseudogene	IGKV2-18
ENSG00000253732	IG_V_pseudogene	IGKV2-19
ENSG00000239951	IG_V_gene	IGKV3-20
ENSG00000211611	IG_V_gene	IGKV6-21
ENSG00000253578	IG_V_pseudogene	IGKV1-22
ENSG00000253625	IG_V_pseudogene	IGKV2-23
ENSG00000241294	IG_V_gene	IGKV2-24
ENSG00000253202	IG_V_pseudogene	IGKV3-25
ENSG00000254098	IG_V_pseudogene	IGKV2-26
ENSG00000244575	IG_V_gene	IGKV1-27
ENSG00000244116	IG_V_gene	IGKV2-28
ENSG00000253998	IG_V_pseudogene	IGKV2-29
ENSG00000243238	IG_V_gene	IGKV2-30
ENSG00000253158	IG_V_pseudogene	IGKV3-31
ENSG00000253870	IG_V_pseudogene	IGKV1-32
ENSG00000242076	IG_V_gene	IGKV1-33
ENSG00000253860	IG_V_pseudogene	IGKV3-34
ENSG00000253461	IG_V_pseudogene	IGKV1-35
ENSG00000253487	IG_V_pseudogene	IGKV2-36
ENSG00000239862	IG_V_gene	IGKV1-37
ENSG00000253592	IG_V_pseudogene	IGKV2-38
ENSG00000242371	IG_V_gene	IGKV1-39
ENSG00000273962	IG_V_gene	IGKV2-40
ENSG00000251039	IG_V_gene	IGKV2D-40
ENSG00000251546	IG_V_gene	IGKV1D-39
ENSG00000254009	IG_V_pseudogene	IGKV2D-38
ENSG00000250036	IG_V_gene	IGKV1D-37
ENSG00000253127	IG_V_pseudogene	IGKV2D-36
ENSG00000232747	IG_V_pseudogene	IGKV1D-35
ENSG00000253501	IG_V_pseudogene	IGKV3D-34
ENSG00000239975	IG_V_gene	IGKV1D-33
ENSG00000253191	IG_V_pseudogene	IGKV1D-32
ENSG00000253999	IG_V_pseudogene	IGKV3D-31
ENSG00000239571	IG_V_gene	IGKV2D-30
ENSG00000243264	IG_V_gene	IGKV2D-29
ENSG00000242534	IG_V_gene	IGKV2D-28
ENSG00000224607	IG_V_pseudogene	IGKV1D-27
ENSG00000211623	IG_V_gene	IGKV2D-26
ENSG00000254097	IG_V_pseudogene	IGKV3D-25
ENSG00000241566	IG_V_gene	IGKV2D-24
ENSG00000254345	IG_V_pseudogene	IGKV2D-23
ENSG00000253365	IG_V_pseudogene	IGKV1D-22
ENSG00000225523	IG_V_gene	IGKV6D-21
ENSG00000211625	IG_V_gene	IGKV3D-20
ENSG00000253765	IG_V_pseudogene	IGKV2D-19
ENSG00000254220	IG_V_pseudogene	IGKV2D-18
ENSG00000211626	IG_V_gene	IGKV6D-41
ENSG00000242766	IG_V_gene	IGKV1D-17
ENSG00000241244	IG_V_gene	IGKV1D-16
ENSG00000224041	IG_V_gene	IGKV3D-15
ENSG00000254292	IG_V_pseudogene	IGKV2D-14
ENSG00000276566	IG_V_gene	IGKV1D-13
ENSG00000278857	IG_V_gene	IGKV1D-12
ENSG00000211632	IG_V_gene	IGKV3D-11
ENSG00000253906	IG_V_pseudogene	IGKV2D-10
ENSG00000211633	IG_V_gene	IGKV1D-42
ENSG00000242580	IG_V_gene	IGKV1D-43
ENSG00000239819	IG_V_gene	IGKV1D-8
ENSG00000228325	IG_V_gene	IGKV3D-7
ENSG00000270999	IG_V_pseudogene	IGKV1OR2-118
ENSG00000281904	lncRNA	AC233263.6
ENSG00000261600	lncRNA	AC233266.2
ENSG00000286698	lncRNA	AC027612.5
ENSG00000235235	IG_V_pseudogene	IGKV1OR2-1
ENSG00000259916	protein_coding	AL845331.2
ENSG00000163060	protein_coding	TEKT4
ENSG00000233850	lncRNA	AC103563.7
ENSG00000172005	protein_coding	MAL
ENSG00000231062	lncRNA	AC103563.2
ENSG00000287362	lncRNA	AC103563.9
ENSG00000144029	protein_coding	MRPS5
ENSG00000144026	protein_coding	ZNF514
ENSG00000275111	protein_coding	ZNF2
ENSG00000233757	protein_coding	AC092835.1
ENSG00000155066	protein_coding	PROM2
ENSG00000115041	protein_coding	KCNIP3
ENSG00000115042	protein_coding	FAHD2A
ENSG00000144010	protein_coding	TRIM43B
ENSG00000272913	lncRNA	AC009237.14
ENSG00000273305	lncRNA	AC009237.15
ENSG00000144015	protein_coding	TRIM43
ENSG00000235584	lncRNA	AC008268.1
ENSG00000232931	lncRNA	LINC00342
ENSG00000174501	protein_coding	ANKRD36C
ENSG00000186281	protein_coding	GPAT2
ENSG00000274286	protein_coding	ADRA2B
ENSG00000188886	protein_coding	ASTL
ENSG00000158050	protein_coding	DUSP2
ENSG00000228873	lncRNA	AC012307.1
ENSG00000084090	protein_coding	STARD7
ENSG00000204685	lncRNA	STARD7-AS1
ENSG00000135956	protein_coding	TMEM127
ENSG00000144021	protein_coding	CIAO1
ENSG00000144028	protein_coding	SNRNP200
ENSG00000230747	lncRNA	AC021188.1
ENSG00000198885	protein_coding	ITPRIPL1
ENSG00000121152	protein_coding	NCAPH
ENSG00000163121	protein_coding	NEURL3
ENSG00000235480	lncRNA	AC013270.1
ENSG00000196843	protein_coding	ARID5A
ENSG00000114982	protein_coding	KANSL3
ENSG00000249715	protein_coding	FER1L5
ENSG00000114988	protein_coding	LMAN2L
ENSG00000158158	protein_coding	CNNM4
ENSG00000273265	lncRNA	CNNM3-DT
ENSG00000168763	protein_coding	CNNM3
ENSG00000163126	protein_coding	ANKRD23
ENSG00000213337	protein_coding	ANKRD39
ENSG00000168758	protein_coding	SEMA4C
ENSG00000168754	protein_coding	FAM178B
ENSG00000286654	lncRNA	AC092636.1
ENSG00000270748	IG_V_pseudogene	IGKV2OR2-1
ENSG00000271402	IG_V_pseudogene	IGKV2OR2-2
ENSG00000204670	IG_V_pseudogene	IGKV1OR2-3
ENSG00000144199	protein_coding	FAHD2B
ENSG00000135976	protein_coding	ANKRD36
ENSG00000277701	lncRNA	AC159540.2
ENSG00000237837	lncRNA	AC159540.1
ENSG00000271351	IG_V_pseudogene	IGKV1OR2-9
ENSG00000276050	IG_V_pseudogene	IGKV2OR2-10
ENSG00000271015	IG_V_pseudogene	IGKV2OR2-7D
ENSG00000270252	IG_V_pseudogene	IGKV3OR2-5
ENSG00000271569	IG_V_pseudogene	IGKV1OR2-6
ENSG00000270450	IG_V_pseudogene	IGKV2OR2-7
ENSG00000278537	IG_V_pseudogene	IGKV2OR2-8
ENSG00000270187	IG_V_pseudogene	IGKV1OR2-11
ENSG00000230606	lncRNA	AC092683.1
ENSG00000278766	lncRNA	AC092683.2
ENSG00000196912	protein_coding	ANKRD36B
ENSG00000286036	lncRNA	AC017099.2
ENSG00000135940	protein_coding	COX5B
ENSG00000115073	protein_coding	ACTR1B
ENSG00000228486	protein_coding	C2orf92
ENSG00000115085	protein_coding	ZAP70
ENSG00000075568	protein_coding	TMEM131
ENSG00000168658	protein_coding	VWA3B
ENSG00000222000	lncRNA	AC092675.1
ENSG00000144191	protein_coding	CNGA3
ENSG00000227987	lncRNA	AC092675.2
ENSG00000040933	protein_coding	INPP4A
ENSG00000183513	protein_coding	COA5
ENSG00000115446	protein_coding	UNC50
ENSG00000071073	protein_coding	MGAT4A
ENSG00000226791	lncRNA	LINC02611
ENSG00000196872	protein_coding	KIAA1211L
ENSG00000135951	protein_coding	TSGA10
ENSG00000273045	protein_coding	C2orf15
ENSG00000241962	protein_coding	AC079447.1
ENSG00000144182	protein_coding	LIPT1
ENSG00000158411	protein_coding	MITD1
ENSG00000185414	protein_coding	MRPL30
ENSG00000185674	protein_coding	LYG2
ENSG00000144214	protein_coding	LYG1
ENSG00000115514	protein_coding	TXNDC9
ENSG00000158417	protein_coding	EIF5B
ENSG00000135945	protein_coding	REV1
ENSG00000273306	lncRNA	AC018690.1
ENSG00000144218	protein_coding	AFF3
ENSG00000230393	lncRNA	AC092667.1
ENSG00000232084	lncRNA	LINC01104
ENSG00000170500	protein_coding	LONRF2
ENSG00000115526	protein_coding	CHST10
ENSG00000204640	protein_coding	NMS
ENSG00000115539	protein_coding	PDCL3
ENSG00000234988	lncRNA	LINC01849
ENSG00000287832	lncRNA	AC092845.1
ENSG00000234169	lncRNA	LINC01868
ENSG00000228488	lncRNA	AC092168.1
ENSG00000286737	lncRNA	AC092168.3
ENSG00000170485	protein_coding	NPAS2
ENSG00000232034	lncRNA	AC092168.2
ENSG00000230140	lncRNA	AC016738.2
ENSG00000223947	lncRNA	AC016738.1
ENSG00000071082	protein_coding	RPL31
ENSG00000204634	protein_coding	TBC1D8
ENSG00000272902	lncRNA	TBC1D8-AS1
ENSG00000158435	protein_coding	CNOT11
ENSG00000163162	protein_coding	RNF149
ENSG00000175874	protein_coding	CREG2
ENSG00000196460	protein_coding	RFX8
ENSG00000223826	lncRNA	LINC01870
ENSG00000286047	lncRNA	AC093894.1
ENSG00000286101	lncRNA	AC093894.2
ENSG00000071054	protein_coding	MAP4K4
ENSG00000281162	lncRNA	LINC01127
ENSG00000115590	protein_coding	IL1R2
ENSG00000287771	lncRNA	AC007271.1
ENSG00000115594	protein_coding	IL1R1
ENSG00000226925	lncRNA	IL1R1-AS1
ENSG00000115598	protein_coding	IL1RL2
ENSG00000115602	protein_coding	IL1RL1
ENSG00000115604	protein_coding	IL18R1
ENSG00000115607	protein_coding	IL18RAP
ENSG00000236525	lncRNA	AC007278.2
ENSG00000234389	lncRNA	AC007278.1
ENSG00000180251	protein_coding	SLC9A4
ENSG00000115616	protein_coding	SLC9A2
ENSG00000135953	protein_coding	MFSD9
ENSG00000170417	protein_coding	TMEM182
ENSG00000277527	lncRNA	LINC01796
ENSG00000224095	lncRNA	LINC01935
ENSG00000227680	lncRNA	AC108051.1
ENSG00000229209	lncRNA	AC073987.1
ENSG00000286290	lncRNA	AC011593.1
ENSG00000232597	lncRNA	AC013727.1
ENSG00000236141	lncRNA	AC013727.2
ENSG00000256637	lncRNA	LINC01965
ENSG00000228968	lncRNA	AC096554.1
ENSG00000227157	lncRNA	AC068535.1
ENSG00000225765	lncRNA	LINC01831
ENSG00000287793	lncRNA	AC068535.2
ENSG00000235597	lncRNA	LINC01102
ENSG00000234781	lncRNA	LINC01103
ENSG00000231626	lncRNA	AC013402.2
ENSG00000236109	lncRNA	AC013402.3
ENSG00000233639	lncRNA	PANTR1
ENSG00000230690	lncRNA	AC013402.1
ENSG00000228528	lncRNA	AC068057.1
ENSG00000234177	lncRNA	LINC01114
ENSG00000269707	lncRNA	AC018730.1
ENSG00000198914	protein_coding	POU3F3
ENSG00000229743	lncRNA	LINC01159
ENSG00000287135	lncRNA	AC010884.2
ENSG00000224509	lncRNA	AC010884.1
ENSG00000135972	protein_coding	MRPS9
ENSG00000231851	lncRNA	AC104655.1
ENSG00000226508	lncRNA	LINC01918
ENSG00000135973	protein_coding	GPR45
ENSG00000272861	lncRNA	AC012360.2
ENSG00000135966	protein_coding	TGFBRAP1
ENSG00000235319	lncRNA	AC012360.1
ENSG00000272994	lncRNA	AC012360.3
ENSG00000135974	protein_coding	C2orf49
ENSG00000115641	protein_coding	FHL2
ENSG00000238273	lncRNA	AC108058.1
ENSG00000287036	lncRNA	AC018802.1
ENSG00000287308	lncRNA	AC018802.2
ENSG00000071051	protein_coding	NCK2
ENSG00000235522	lncRNA	AC010978.1
ENSG00000234162	lncRNA	AC009505.1
ENSG00000119147	protein_coding	ECRG4
ENSG00000115652	protein_coding	UXS1
ENSG00000233339	lncRNA	AC018878.1
ENSG00000153165	protein_coding	RGPD3
ENSG00000254126	protein_coding	CD8B2
ENSG00000232001	lncRNA	AC108868.2
ENSG00000231505	lncRNA	AC108868.1
ENSG00000144057	protein_coding	ST6GAL2
ENSG00000238250	lncRNA	ST6GAL2-IT1
ENSG00000227294	lncRNA	AC016994.1
ENSG00000286218	lncRNA	AC005040.2
ENSG00000229457	lncRNA	LINC01789
ENSG00000225588	lncRNA	AC096669.1
ENSG00000237880	lncRNA	LINC01885
ENSG00000224568	lncRNA	LINC01886
ENSG00000286769	lncRNA	AC064869.1
ENSG00000232991	lncRNA	GACAT1
ENSG00000230651	lncRNA	RGPD4-AS1
ENSG00000196862	protein_coding	RGPD4
ENSG00000115665	protein_coding	SLC5A7
ENSG00000231221	lncRNA	LINC01593
ENSG00000225328	lncRNA	LINC01594
ENSG00000196228	protein_coding	SULT1C3
ENSG00000198203	protein_coding	SULT1C2
ENSG00000198075	protein_coding	SULT1C4
ENSG00000135968	protein_coding	GCC2
ENSG00000214184	lncRNA	GCC2-AS1
ENSG00000169756	protein_coding	LIMS1
ENSG00000228763	lncRNA	LIMS1-AS1
ENSG00000153201	protein_coding	RANBP2
ENSG00000163006	protein_coding	CCDC138
ENSG00000135960	protein_coding	EDAR
ENSG00000259863	lncRNA	SH3RF3-AS1
ENSG00000172985	protein_coding	SH3RF3
ENSG00000186522	protein_coding	SEPTIN10
ENSG00000230696	lncRNA	AC011753.2
ENSG00000198142	protein_coding	SOWAHC
ENSG00000282033	lncRNA	AC074387.1
ENSG00000015568	protein_coding	RGPD5
ENSG00000256977	protein_coding	LIMS3
ENSG00000204588	lncRNA	LINC01123
ENSG00000144063	protein_coding	MALL
ENSG00000144061	protein_coding	NPHP1
ENSG00000175701	protein_coding	MTLN
ENSG00000175772	lncRNA	LINC01106
ENSG00000256671	protein_coding	LIMS4
ENSG00000227574	lncRNA	AC112229.2
ENSG00000183054	protein_coding	RGPD6
ENSG00000231536	lncRNA	AC226101.1
ENSG00000169679	protein_coding	BUB1
ENSG00000235881	lncRNA	AC114776.1
ENSG00000153093	protein_coding	ACOXL
ENSG00000172965	lncRNA	MIR4435-2HG
ENSG00000204581	lncRNA	ACOXL-AS1
ENSG00000153094	protein_coding	BCL2L11
ENSG00000230499	lncRNA	AC108463.2
ENSG00000271590	lncRNA	AC108463.3
ENSG00000229118	lncRNA	AC068491.2
ENSG00000270190	lncRNA	AC068491.3
ENSG00000285016	lncRNA	AC017002.6
ENSG00000280878	lncRNA	AC017002.5
ENSG00000240350	lncRNA	AC017002.3
ENSG00000224959	lncRNA	AC017002.1
ENSG00000225744	lncRNA	AC017002.2
ENSG00000153107	protein_coding	ANAPC1
